Index,ID,Query,SmilesRan,Error,Exp_Value:_-Log10(mol/L),Pred_Value:_-Log10(mol/L),Exp_Value:_mg/L,Pred_Value:_mg/L,
2176,C_XPRWIHNQWRXFPK-UHFFFAOYSA-N,C1(C(N(C(C([H])([H])N1[H])([H])[H])C(C=2N(C(=C([H])N2)[H])C([H])(F)F)([H])[H])([H])[H])([H])[H].Cl[H].Cl[H].Cl[H],Cl[H].Cl[H].Cl[H].[H]C=1N=C(N(C1[H])C([H])(F)F)C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H],Multiple molecules,,,,,bmse011450
2177,C_OGCJBMKSZJSIIR-UHFFFAOYSA-N,C(C(C=1C([H])=C([H])C(=C(C1[H])[H])F)([H])N(C([H])([H])[H])[H])([H])([H])[H].Cl[H],Cl[H].[H]C=1C([H])=C(C([H])=C([H])C1F)C([H])(N([H])C([H])([H])[H])C([H])([H])[H],Multiple molecules,,,,,bmse011451
2178,C_FXILSJTWIHHRJV-UHFFFAOYSA-N,C(C(S(N1C(C([H])([H])C(C(C1([H])[H])([H])[H])([H])C(=O)O[H])([H])[H])(=O)=O)([H])[H])([H])([H])[H],[H]OC(=O)C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])S(=O)(=O)C([H])([H])C([H])([H])[H],,N/A,3.38,N/A,91.26,bmse011452
2179,70724-72-0,C(S(N(C1(C([H])([H])C([H])([H])N(C(C1([H])[H])([H])[H])[H])[H])[H])(=O)=O)([H])([H])[H],O=S(=O)(NC1CCNCC1)C,,N/A,2.25,N/A,998.66,bmse011453
2180,128958-65-6,C1(=C(C(=C(C(=C1[H])[H])C(OC=2C(=C(C(=C([H])C2[H])C(N(N([H])[H])[H])=O)[H])[H])([H])[H])[H])[H])[H],O=C(NN)C1=CC=C(OCC=2C=CC=CC2)C=C1,,N/A,4.23,N/A,14.27,bmse011454
2181,35704-19-9,C(C(N(C=1C(=C(C(=C([H])C1[H])C#N)[H])[H])[H])=O)([H])([H])[H],N#CC1=CC=C(C=C1)NC(=O)C,,N/A,3.2,N/A,100.24,bmse011455
2182,78944-67-9,C(C(N(C([H])([H])[H])C=1C(=C(C(=C(C1C(=O)O[H])[H])[H])[H])[H])=O)([H])([H])[H],O=C(O)C=1C=CC=CC1N(C(=O)C)C,,N/A,3.02,N/A,182.94,bmse011456
2183,C_JYNPFTCJJVIWTD-UHFFFAOYSA-N,C(S(N1C(C([H])([H])C(C(C1([H])[H])([H])C(=O)O[H])([H])[H])([H])[H])(=O)=O)([H])([H])[H],[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C([H])([H])C1([H])[H])S(=O)(=O)C([H])([H])[H],,N/A,3.24,N/A,119.36,bmse011457
2184,465514-33-4,C1(=C(C(C([H])([H])O[H])=C(C(=C1[H])[H])N2C([H])([H])C([H])([H])OC(C2([H])[H])([H])[H])[H])[H],OCC=1C=CC=CC1N2CCOCC2,,N/A,2.87,N/A,262.89,bmse011458
2185,C_XFEFCFAFNZDPDF-UHFFFAOYSA-N,C(C(C(N(C=1C(=C([H])C(=C(C1C([H])([H])[H])N([H])[H])[H])[H])[H])=O)([H])[H])([H])([H])[H],[H]N([H])C1=C([H])C([H])=C([H])C(N([H])C(=O)C([H])([H])C([H])([H])[H])=C1C([H])([H])[H],,N/A,3.61,N/A,44.03,bmse011459
2186,135072-21-8,C(N(C(C1(C([H])([H])N(C(C(O1)([H])[H])([H])[H])[H])[H])=O)[H])([H])([H])[H],O=C(NC)C1OCCNC1,,N/A,1.67,N/A,3063.07,bmse011460
2187,112913-95-8,C(C(N(C([H])([H])C1(C([H])([H])N(C(C(O1)([H])[H])([H])[H])[H])[H])[H])=O)([H])([H])[H],O=C(NCC1OCCNC1)C,,N/A,1.78,N/A,2635.37,bmse011461
2188,160357-84-6,C(C(N(C1(C(C([H])([H])C(C(C1([H])[H])([H])[H])([H])N([H])[H])([H])[H])[H])[H])=O)([H])([H])[H],O=C(NC1CCC(N)CC1)C,,N/A,2.84,N/A,227.42,bmse011462
2189,C_MKMXMYQLOQBORD-UHFFFAOYSA-N,C(C=1C(=C(N=C(C1[H])N(C(C([H])([H])N(C([H])([H])[H])[H])=O)[H])[H])[H])([H])([H])[H],[H]C=1N=C(C([H])=C(C1[H])C([H])([H])[H])N([H])C(=O)C([H])([H])N([H])C([H])([H])[H],,N/A,3.29,N/A,92.23,bmse011463
2190,C_DMIRTDWEKUNBDX-UHFFFAOYSA-N,C=1(C(=C([H])C(=C(C1[H])Cl)Cl)N2C(=C(C([H])([H])O[H])N=N2)[H])[H],[H]OC([H])([H])C=1N=NN(C1[H])C2=C([H])C([H])=C(Cl)C(Cl)=C2[H],,N/A,4.41,N/A,9.5,bmse011464
2191,C_GNNODMPIMQHVQL-UHFFFAOYSA-N,C(C=1C(=C(C(=C(C1[H])[H])C(C(N(C([H])([H])C2(C(C([H])([H])C(O2)([H])[H])([H])[H])[H])[H])=O)([H])[H])[H])[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C([H])C1C([H])([H])[H])C([H])([H])C(=O)N([H])C([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H],,N/A,4.02,N/A,22.53,bmse011465
2192,C_YRQHAURHWDVVTK-UHFFFAOYSA-N,C1(C(N(C(C([H])([H])N1[H])([H])[H])C(C2=C([H])SC(=N2)[H])([H])[H])([H])[H])([H])[H],[H]C1=NC(=C([H])S1)C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H],,N/A,N/A,N/A,N/A,bmse011466
2193,C_YFWJZEMJJMOQAC-UHFFFAOYSA-N,C(C(N1C([H])([H])C(C1([H])[H])([H])C(=O)O[H])=O)([H])([H])[H],[H]OC(=O)C1([H])C([H])([H])N(C(=O)C([H])([H])[H])C1([H])[H],,N/A,2.57,N/A,384.82,bmse011467
2194,NOCAS_860494,C(C(N1C([H])([H])C(C(C1(C(=O)O[H])[H])([H])[H])(O[H])[H])=O)([H])([H])[H],,Structure can't be parsed,,,,,bmse011468
2195,16620-52-3,C(N(C([H])([H])[H])C(C1=C([H])N(C=2C(=C(C(=C(C12)[H])OC([H])([H])[H])[H])[H])[H])([H])[H])([H])([H])[H],O(C=1C=CC=2NC=C(C2C1)CN(C)C)C,,N/A,3.79,N/A,33.3,bmse011469
2196,9/8/2459,C(OC(C=1C([H])=C([H])N=C(C1[H])[H])=O)([H])([H])[H],O=C(OC)C=1C=CN=CC1,,N/A,3.07,N/A,116.2,bmse011470
2197,C_QIEOJMFDNWCCRH-UHFFFAOYSA-N,C1(C(C(C(N2C(=C(N=N2)[H])[H])([H])[H])([H])N(C(C1([H])[H])([H])[H])[H])([H])[H])([H])[H].Cl[H].Cl[H],Cl[H].Cl[H].[H]C=1N=NN(C1[H])C([H])([H])C2([H])N([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],Multiple molecules,,,,,bmse011471
2198,1002651-65-1,C(C(N1C(=C(C(C([H])([H])N(C([H])([H])[H])[H])=N1)[H])[H])([H])[H])([H])([H])[H],N1=C(C=CN1CC)CNC,,N/A,2.71,N/A,269.86,bmse011472
2199,5763-61-1,C(OC=1C(=C([H])C(C([H])([H])N([H])[H])=C(C1OC([H])([H])[H])[H])[H])([H])([H])[H],O(C1=CC=C(C=C1OC)CN)C,,N/A,3.21,N/A,103.9,bmse011473
2200,90390-11-7,C(N(C(C=1C(=C(C(=C(C1[H])[H])C(F)(F)F)[H])[H])([H])[H])[H])([H])([H])[H],FC(F)(F)C1=CC=C(C=C1)CNC,,N/A,3.91,N/A,23.32,bmse011474
2201,30727-24-3,C(N1C(C([H])([H])C(C1(C([H])([H])O[H])[H])([H])[H])([H])[H])([H])([H])[H],OCC1N(C)CCC1,,N/A,2.02,N/A,1108.07,bmse011475
2202,C_OFUSEJNIXAUFOU-UHFFFAOYSA-N,C(C=1N=C(C([H])([H])C(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])([H])N([H])[H])ON1)([H])([H])[H].Cl[H],Cl[H].[H]N([H])C([H])(C=1C([H])=C([H])C([H])=C([H])C1[H])C([H])([H])C2=NC(=NO2)C([H])([H])[H],Multiple molecules,,,,,bmse011476
2203,203436-48-0,C=1(C(=C(C2=C(C([H])=C(C(=C2[H])[H])C([H])([H])N([H])[H])[H])SC1[H])[H])[H],S1C=CC=C1C=2C=CC(=CC2)CN,,N/A,N/A,N/A,N/A,bmse011477
2204,C_RYZYXPKYSJEBDD-UHFFFAOYSA-N,C(S(N1C(C([H])([H])C(C1(C([H])([H])N([H])[H])[H])([H])[H])([H])[H])(=O)=O)([H])([H])[H],[H]N([H])C([H])([H])C1([H])N(C([H])([H])C([H])([H])C1([H])[H])S(=O)(=O)C([H])([H])[H],,N/A,2.45,N/A,629.82,bmse011478
2205,C_LOFSFVFRUNIULW-UHFFFAOYSA-N,C(N1C(C(N(C([H])([H])C1=O)C2=C(C(=C(C(=N2)[H])[H])[H])F)([H])[H])([H])[H])([H])([H])[H],[H]C=1N=C(C(F)=C([H])C1[H])N2C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])C2([H])[H],,N/A,3.18,N/A,138.37,bmse011479
2206,C_GXUAKXUIILGDKW-UHFFFAOYSA-N,C(OC=1C(=C(C(=C([H])C1[H])C(C(=O)O[H])([H])N([H])[H])[H])[H])([H])([H])[H],[H]OC(=O)C([H])(N([H])[H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],,N/A,3.12,N/A,138.12,bmse011480
2207,C_VDMURYIBJNVHLD-UHFFFAOYSA-N,C(C(C([H])([H])[H])(C(N1C(C([H])([H])C(C1([H])[H])(N([H])[H])[H])([H])[H])([H])[H])O[H])([H])([H])[H],[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])C([H])(N([H])[H])C1([H])[H],,N/A,1.87,N/A,2113.56,bmse011481
2208,C_AVUIAWKBPKWLRA-UHFFFAOYSA-N,C(C(C([H])([H])[H])(C([H])([H])[H])N(C(C(N1C(=C(C(C(F)(F)F)=N1)[H])[H])([H])[H])=O)[H])([H])([H])[H],[H]C1=C([H])N(N=C1C(F)(F)F)C([H])([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,N/A,3.85,N/A,35.09,bmse011482
2209,C_MPABJNMHRUYNLO-UHFFFAOYSA-N,C(C(OC(C1=C([H])C(C=2C([H])=C([H])C(=C(C2[H])[H])F)=NO1)=O)([H])[H])([H])([H])[H],[H]C1=C([H])C(=C([H])C([H])=C1F)C2=NOC(=C2[H])C(=O)OC([H])([H])C([H])([H])[H],,N/A,5.39,N/A,0.95,bmse011483
2210,C_TVMZQESCEGRMKC-UHFFFAOYSA-N,C(C1(C([H])([H])[H])C(C1(C(N(C([H])([H])[H])C=2C(=C([H])C(=NC2[H])[H])[H])=O)[H])([H])[H])([H])([H])[H],[H]C=1N=C([H])C(=C([H])C1[H])N(C(=O)C2([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],,N/A,4.2,N/A,12.81,bmse011484
2211,C_ZFJGRVQFTNBLRP-UHFFFAOYSA-N,C(C1(N(C(C(C(C1([H])O[H])([H])[H])([H])[H])([H])[H])C([H])([H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])([H])([H])[H],[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C=2C([H])=C([H])C([H])=C([H])C2[H])C1([H])C([H])([H])[H],,N/A,3.99,N/A,20.86,bmse011485
2212,C_PLXKOSIEYNAHBU-UHFFFAOYSA-N,C(C1=C(C(=C(C([H])([H])N(C([H])([H])[H])C([H])([H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])O1)[H])[H])([H])([H])[H],[H]C=1C([H])=C([H])C(=C([H])C1[H])C([H])([H])N(C([H])([H])[H])C([H])([H])C=2OC(=C([H])C2[H])C([H])([H])[H],,N/A,4.78,N/A,3.54,bmse011486
2213,C_PFWYRMPHHJKJBB-UHFFFAOYSA-N,C(N(S(C([H])([H])C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])(=O)=O)[H])([H])([H])[H],[H]N(C([H])([H])[H])S(=O)(=O)C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,N/A,3.88,N/A,25.3,bmse011487
2214,C_FZZIMRQDJKXDFD-UHFFFAOYSA-N,C(C1(C(C(C(C(N1C(C(C([H])([H])[H])([H])N([H])[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H],[H]N([H])C([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H])C([H])([H])[H],,N/A,2.79,N/A,277.61,bmse011488
2215,C_XFOYHNHXMGZNMK-UHFFFAOYSA-N,C(C1(C(N(C([H])([H])C([H])([H])O1)C(C=2C([H])=NC(=C(N2)[H])[H])=O)([H])[H])[H])([H])([H])[H],[H]C=1N=C([H])C(=NC1[H])C(=O)N2C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C2([H])[H],,N/A,2.55,N/A,583.02,bmse011489
2216,C_PAJXOLYFZZURHI-UHFFFAOYSA-N,C1(C(C1([H])[H])(C=2N=C(C([H])([H])N3C([H])([H])C([H])([H])OC(C3([H])[H])([H])[H])ON2)[H])([H])[H],[H]C1([H])OC([H])([H])C([H])([H])N(C([H])([H])C2=NC(=NO2)C3([H])C([H])([H])C3([H])[H])C1([H])[H],,N/A,3.87,N/A,28.28,bmse011490
2217,C_YFDMPSHJDVETSL-UHFFFAOYSA-N,C(C=1C2=C(N=C(N=C2SC1C([H])([H])[H])[H])N(C([H])([H])[H])C([H])([H])[H])([H])([H])[H],[H]C=1N=C2SC(=C(C2=C(N1)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],,N/A,N/A,N/A,N/A,bmse011491
2218,C_XYVINBFQYYSZBX-UHFFFAOYSA-N,C(C(C([H])([H])[H])(N(C([H])([H])[H])S(N1C([H])([H])C([H])([H])OC(C([H])([H])[H])(C1([H])[H])[H])(=O)=O)[H])([H])([H])[H],[H]C([H])([H])N(C([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)N1C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])[H],,N/A,N/A,N/A,N/A,bmse011492
2219,C_LOYDLLLZTLGYCE-UHFFFAOYSA-N,C=1(C(=C(C(=C([H])C1C([H])([H])N2C([H])([H])C([H])([H])OC(C2([H])[H])([H])[H])[H])C(F)(F)F)[H])[H],[H]C=1C([H])=C(C([H])=C([H])C1C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C(F)(F)F,,N/A,4.33,N/A,11.39,bmse011493
2220,C_UPRFZLANTXURKF-UHFFFAOYSA-N,C1(=C(C(=C(C(=C1[H])[H])C(N2C(C(C(C([H])([H])C2([H])[H])(N3C(=C(C(=C3[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H],[H]C=1C([H])=C([H])C(=C([H])C1[H])C([H])([H])N2C([H])([H])C([H])([H])C([H])(N3C([H])=C([H])C([H])=C3[H])C([H])([H])C2([H])[H],,N/A,4.68,N/A,5.05,bmse011494
2221,NOCAS_903007,C(C(N(C([H])([H])C([H])([H])O[H])C1=C(C([H])=C(C(=C1[H])[H])N([H])[H])[H])([H])[H])([H])([H])[H],OCCN(C1=CC=C(N)C=C1)CC,,N/A,3.07,N/A,154.38,bmse011495
2222,C_PNQZHWFCGULKMU-UHFFFAOYSA-N,C(C=1N=C(C([H])([H])N2C(C([H])([H])C(C([H])([H])O[H])(C(C2([H])[H])([H])[H])[H])([H])[H])ON1)([H])([H])[H],[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C2=NC(=NO2)C([H])([H])[H])C([H])([H])C1([H])[H],,N/A,3.41,N/A,82.48,bmse011496
2223,C_ZGUYZZRXRYNXNN-UHFFFAOYSA-N,C(C1=NC(C([H])([H])C(N2C([H])([H])C([H])([H])OC(C2([H])[H])([H])[H])=O)=C([H])S1)([H])([H])[H],[H]C=1SC(=NC1C([H])([H])C(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])[H],,N/A,N/A,N/A,N/A,bmse011497
2224,C_PUSPCRKLLFPKEY-UHFFFAOYSA-N,C(N(C(C(N(C([H])([H])[H])C1(C(C(C([H])([H])C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])=O)[H])([H])([H])[H],[H]N(C(=O)C([H])([H])N(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],,N/A,3.57,N/A,53.86,bmse011498
2225,C_DELPCRJDHVFEEI-UHFFFAOYSA-N,C(C1(C([H])([H])OC(C(N1C([H])([H])C=2C(=C([H])C(=C(C2F)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],[H]C=1C([H])=C([H])C(=C(F)C1[H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])C([H])([H])[H],,N/A,3.75,N/A,37.04,bmse011499
2226,C_YXUGPUQOOJOCPJ-UHFFFAOYSA-N,C(C(N(C(C(N1C([H])([H])C(C([H])([H])[H])([H])OC(C1(C([H])([H])[H])[H])([H])[H])([H])[H])=O)[H])([H])[H])([H])([H])[H],[H]N(C(=O)C([H])([H])N1C([H])([H])C([H])(OC([H])([H])C1([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],,N/A,2.46,N/A,701.66,bmse011500
2227,C_QKUCRJSBLDVNFL-UHFFFAOYSA-N,C(C1=C(C(C(N(C([H])([H])[H])C(N(C2(C([H])([H])C2([H])[H])[H])[H])=O)([H])[H])=NO1)[H])([H])([H])[H],[H]C=1C(=NOC1C([H])([H])[H])C([H])([H])N(C(=O)N([H])C2([H])C([H])([H])C2([H])[H])C([H])([H])[H],,N/A,3.93,N/A,24.7,bmse011501
2228,C_OAMCTZZCYXDSLI-UHFFFAOYSA-N,C(C=1C(=C(C(=C(C1C(C(N(C(C([H])([H])[H])=O)[H])([H])[H])([H])[H])[H])[H])[H])[H])([H])([H])[H],[H]C=1C([H])=C([H])C(=C(C1[H])C([H])([H])[H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H],,N/A,3.63,N/A,41.66,bmse011502
2229,C_QTVXFOKMHRPFDL-UHFFFAOYSA-N,C(C1(C(C(N(C(C1([H])[H])([H])[H])C(C([H])([H])C(F)(F)F)=O)([H])[H])([H])[H])[H])([H])([H])[H],[H]C([H])([H])C1([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C(F)(F)F)C([H])([H])C1([H])[H],,N/A,3.42,N/A,80.28,bmse011503
2230,61123-44-2,C1(=C(C(=C(C(=C1[H])[H])C(C(C(C(N2C([H])([H])C([H])([H])OC(C2([H])[H])([H])[H])=O)([H])[H])([H])[H])([H])[H])[H])[H])[H],O=C(N1CCOCC1)CCCC=2C=CC=CC2,,N/A,3.94,N/A,26.83,bmse011504
2231,C_CDBLCTFHNBQXJS-UHFFFAOYSA-N,C=1(C(=C(C([H])=C(C1[H])F)C(N2C([H])([H])C([H])([H])OC(C2([H])[H])([H])[H])([H])[H])[H])[H],[H]C=1C([H])=C(F)C([H])=C(C1[H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H],,N/A,3.12,N/A,147.8,bmse011505
2232,C_IKMQGCCZPWFVJE-UHFFFAOYSA-N,C(C1(C([H])([H])OC(C([H])([H])[H])(C(N1C(C=2C([H])=NSN2)=O)([H])[H])[H])[H])([H])([H])[H],[H]C1=NSN=C1C(=O)N2C([H])([H])C([H])(OC([H])([H])C2([H])C([H])([H])[H])C([H])([H])[H],,N/A,N/A,N/A,N/A,bmse011506
2233,C_UXPPTRFZLSZETL-UHFFFAOYSA-N,C(N(C1(C(C(C([H])([H])C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])S(C([H])([H])[H])(=O)=O)([H])([H])[H],[H]C([H])([H])N(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])S(=O)(=O)C([H])([H])[H],,N/A,4.03,N/A,19.25,bmse011507
2234,C_QYHCUDIPSWPYON-UHFFFAOYSA-N,C(C(OC(C1(C(C(N(C(C1([H])[H])([H])[H])C=2C([H])=NC(=C(N2)[H])[H])([H])[H])([H])[H])[H])=O)([H])[H])([H])([H])[H],[H]C=1N=C([H])C(=NC1[H])N2C([H])([H])C([H])([H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H],,N/A,3.88,N/A,30.79,bmse011508
2235,C_NZXPKDJRJFKEIC-UHFFFAOYSA-N,C(C(C([H])([H])[H])(N(C(C=1C(=C(C(=C(C1[H])[H])N(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])[H])[H])[H])([H])([H])[H],[H]C=1C([H])=C(C([H])=C([H])C1N(C([H])([H])[H])C([H])([H])[H])C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],,N/A,3.77,N/A,32.92,bmse011509
2236,13156-04-2,C(C(C([H])([H])[H])(C([H])([H])[H])N1C([H])([H])C(C1([H])[H])([H])O[H])([H])([H])[H],OC1CN(C1)C(C)(C)C,,N/A,2.02,N/A,1235.39,bmse011510
2237,C_UVTFDTBDFQZRHD-UHFFFAOYSA-N,C(C(N1N=C(C(=C1[H])N(C(C2(C(C(C2([H])[H])([H])[H])([H])[H])[H])=O)[H])[H])([H])[H])([H])([H])[H],[H]C1=NN(C([H])=C1N([H])C(=O)C2([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H],,N/A,N/A,N/A,N/A,bmse011511
2238,C_ZYTILAVGDCNHRS-UHFFFAOYSA-N,C(C1(N(C([H])([H])C(OC1(C([H])([H])[H])[H])([H])[H])C2=NC(C([H])([H])[H])=NS2)[H])([H])([H])[H],[H]C([H])([H])C1=NSC(=N1)N2C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C2([H])C([H])([H])[H],,N/A,N/A,N/A,N/A,bmse011512
2239,C_IIDJDXATFNHHGO-UHFFFAOYSA-N,C(C=1SC(=NN1)N2C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],[H]C([H])([H])C1=NN=C(S1)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],,N/A,N/A,N/A,N/A,bmse011513
2240,C_NWMZWMSJQLEJTG-UHFFFAOYSA-N,C=1(C(=C(C([H])=C(C1[H])Cl)C(N2C([H])([H])C([H])([H])OC(C2([H])[H])([H])[H])([H])[H])[H])[H],[H]C=1C([H])=C(Cl)C([H])=C(C1[H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H],,N/A,3.39,N/A,86.03,bmse011514
2241,C_WKALLAYUDIFDJU-UHFFFAOYSA-N,C(C(C([H])([H])[H])(N(C(N(C([H])([H])[H])C([H])([H])C=1C([H])=NN(C([H])([H])[H])C1[H])=O)[H])[H])([H])([H])[H],[H]C1=NN(C([H])=C1C([H])([H])N(C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],,N/A,2.29,N/A,1081.78,bmse011515
2242,C_WFCPFRCXTJZDAM-UHFFFAOYSA-N,C(C1(C([H])([H])OC(C([H])([H])[H])(C(N1C(C2=C(Cl)SN=N2)([H])[H])([H])[H])[H])[H])([H])([H])[H],[H]C([H])([H])C1([H])OC([H])([H])C([H])(N(C([H])([H])C=2N=NSC2Cl)C1([H])[H])C([H])([H])[H],,N/A,N/A,N/A,N/A,bmse011516
2243,C_JPZFTAQMOATKEN-UHFFFAOYSA-N,C(C(N1C(C([H])([H])C(C2(C(C(C([H])([H])C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C1([H])[H])([H])[H])([H])[H])=O)([H])([H])[H],[H]C([H])([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C2(C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],,N/A,3.86,N/A,29.08,bmse011517
2244,C_HCGRNRVEULOOGF-UHFFFAOYSA-N,C(N(C([H])([H])[H])C(C1=NC(C2(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])N([H])[H])=NO1)([H])[H])([H])([H])[H],[H]N([H])C1(C2=NOC(=N2)C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,N/A,3.48,N/A,70.39,bmse011518
2245,C_JKIATZCBNIISLE-UHFFFAOYSA-N,C(C(C(C(N1C(=C([H])C(=N1)[H])[H])([H])[H])([H])[H])([H])O[H])([H])([H])[H],[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])N1N=C([H])C([H])=C1[H],,N/A,2.45,N/A,492.88,bmse011519
2246,C_QSOXLKJJIZJVNM-UHFFFAOYSA-N,C(N(C1(C(C([H])([H])C(C(C1(S(C([H])([H])[H])(=O)=O)[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])([H])[H],[H]N(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])S(=O)(=O)C([H])([H])[H],,N/A,3.22,N/A,114.37,bmse011520
2247,C_YCMYTWGABUXSEI-UHFFFAOYSA-N,C(C1=C(C(=C(C(N2C(C([H])([H])N(C(C([H])([H])[H])(C2([H])[H])[H])[H])([H])[H])=N1)[H])[H])[H])([H])([H])[H],[H]C=1C([H])=C(N=C(C1[H])C([H])([H])[H])N2C([H])([H])C([H])([H])N([H])C([H])(C([H])([H])[H])C2([H])[H],,N/A,3.61,N/A,47.44,bmse011521
2248,C_SHHXEJVQQWFIPM-UHFFFAOYSA-N,C1(=C(C(=NC(=C1[H])[H])N(C([H])([H])C2(C([H])([H])C([H])([H])N(C2([H])[H])[H])[H])[H])[H])[H],[H]C=1N=C(C([H])=C([H])C1[H])N([H])C([H])([H])C2([H])C([H])([H])N([H])C([H])([H])C2([H])[H],,N/A,3.52,N/A,53.52,bmse011522
2249,C_JBVOQOLBRWVANK-UHFFFAOYSA-N,C(C1=NC([H])=C(C([H])([H])N2C(C([H])([H])N(C(C2([H])[H])([H])[H])[H])([H])[H])S1)([H])([H])[H],[H]C=1N=C(SC1C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])C([H])([H])[H],,N/A,N/A,N/A,N/A,bmse011523
2250,C_KFDNTYSILYMRBA-UHFFFAOYSA-N,C(C(C=1C([H])=NN(C([H])([H])[H])C1[H])([H])N(C([H])([H])[H])[H])([H])([H])[H],[H]C1=NN(C([H])=C1C([H])(N([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],,N/A,2.43,N/A,518.76,bmse011524
2251,C_UXJXGDDZKLKKEW-UHFFFAOYSA-N,C(C1=NC(=C(C(=N1)[H])[H])N2C(C([H])([H])C(C(C2([H])[H])([H])[H])([H])N([H])[H])([H])[H])([H])([H])[H],[H]N([H])C1([H])C([H])([H])C([H])([H])N(C2=NC(=NC([H])=C2[H])C([H])([H])[H])C([H])([H])C1([H])[H],,N/A,2.75,N/A,338.58,bmse011525
